,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Total Power Consumption
2020-07-15 13:00:00,16.465,56.00666666666667,0.08583333333333333,439.73333333333335,175.86666666666667,67295.89644048491
2020-07-15 14:00:00,16.161666666666665,57.99333333333333,0.08366666666666667,394.3833333333334,173.53333333333333,67070.67292836779
2020-07-15 15:00:00,16.148333333333333,53.375,0.08333333333333333,106.46333333333332,106.15500000000002,67690.11254189412
2020-07-15 16:00:00,15.896666666666667,55.85166666666667,0.08266666666666667,37.64833333333333,37.62833333333333,68984.56747263468
2020-07-15 17:00:00,15.806666666666667,56.29833333333334,0.0855,10.871833333333333,11.026166666666667,78513.8651940357
2020-07-15 18:00:00,15.296666666666667,62.305,0.0825,0.43050000000000005,0.48833333333333334,75118.43255517955
2020-07-15 19:00:00,15.125,61.61166666666667,0.07966666666666666,0.03983333333333333,0.09883333333333333,67081.57110538555
2020-07-15 20:00:00,15.438333333333333,61.13166666666667,0.08066666666666666,0.050166666666666665,0.10616666666666667,65296.94450780881
2020-07-15 21:00:00,15.06,65.84166666666667,0.08066666666666666,0.063,0.118,64418.25316966467
2020-07-15 22:00:00,15.208333333333334,64.74166666666666,0.0795,0.05616666666666666,0.13833333333333334,63519.96897876019
2020-07-15 23:00:00,15.67,60.96333333333333,0.08,0.057999999999999996,0.12916666666666665,61801.71986509226
2020-07-16 00:00:00,15.505,64.17,0.08083333333333333,0.05566666666666667,0.12116666666666666,61166.61387147625
2020-07-16 01:00:00,14.718333333333334,74.64833333333333,0.07916666666666666,0.049999999999999996,0.12816666666666668,60374.60351587966
2020-07-16 02:00:00,14.011666666666665,83.53333333333333,0.081,0.06666666666666667,0.10733333333333334,59741.68469735037
2020-07-16 03:00:00,14.049999999999999,83.21666666666665,0.081,0.05533333333333334,0.1365,60010.78274866665
2020-07-16 04:00:00,13.838333333333333,81.13333333333334,0.081,0.05983333333333333,0.11816666666666668,61347.732524461906
2020-07-16 05:00:00,13.513333333333334,79.7,0.08266666666666667,0.06783333333333334,0.09233333333333334,67222.49588267569
2020-07-16 06:00:00,13.028333333333334,78.10000000000001,0.08466666666666667,0.05983333333333333,0.10516666666666667,73579.75032976075
2020-07-16 07:00:00,12.895000000000001,73.8,0.08266666666666667,0.048999999999999995,0.12416666666666666,68496.69418819105
2020-07-16 08:00:00,12.416666666666666,74.39999999999999,0.08383333333333333,11.586166666666665,6.572833333333333,64785.69736177616
2020-07-16 09:00:00,12.268333333333333,75.16666666666667,0.08533333333333333,136.54999999999998,33.233333333333334,64609.92487456494
2020-07-16 10:00:00,12.765,74.5,0.09383333333333332,282.75,41.888333333333335,65168.24010476982
2020-07-16 11:00:00,14.311666666666667,66.72500000000001,0.09949999999999999,430.8833333333334,99.48666666666666,64978.858810965925
2020-07-16 12:00:00,14.39,53.355,0.0775,453.06666666666666,76.91,65747.39094437702
2020-07-16 13:00:00,14.408333333333333,45.05833333333334,0.07816666666666666,358.76666666666665,79.38666666666667,65690.72159273038
2020-07-16 14:00:00,14.176666666666668,40.074999999999996,0.0785,396.26666666666665,64.455,65884.15900031864
2020-07-16 15:00:00,14.280000000000001,37.775,0.07933333333333333,346.4166666666667,58.623333333333335,67111.7764223638
2020-07-16 16:00:00,14.148333333333333,39.843333333333334,0.07733333333333332,196.28333333333333,160.03333333333333,68570.0745874086
2020-07-16 17:00:00,13.645000000000001,44.29,0.08033333333333333,85.93166666666667,99.16166666666668,78331.22114881287
2020-07-16 18:00:00,12.79,47.76500000000001,0.08016666666666666,3.6344999999999996,3.7840000000000003,74552.80802118538
2020-07-16 19:00:00,13.161666666666667,57.254999999999995,0.077,0.04800000000000001,0.10183333333333333,66449.79207961904
2020-07-16 20:00:00,13.411666666666667,59.36333333333334,0.07683333333333332,0.059666666666666666,0.1045,64881.782658711534
2020-07-16 21:00:00,13.406666666666666,58.68333333333334,0.0775,0.057333333333333326,0.13016666666666668,65011.32465105932
2020-07-16 22:00:00,13.448333333333332,58.67333333333334,0.0765,0.05366666666666667,0.11,64385.58387300696
2020-07-16 23:00:00,13.308333333333332,56.915,0.07783333333333332,0.06533333333333334,0.10999999999999999,63162.80721709788
2020-07-17 00:00:00,13.058333333333332,54.373333333333335,0.07833333333333332,0.06233333333333333,0.10633333333333334,62457.13675958802
2020-07-17 01:00:00,12.701666666666668,49.083333333333336,0.078,0.051333333333333335,0.10866666666666668,61930.07368747366
2020-07-17 02:00:00,12.531666666666666,47.50666666666667,0.07916666666666666,0.04783333333333333,0.11566666666666665,60481.64092342207
2020-07-17 03:00:00,12.326666666666666,49.18833333333333,0.078,0.063,0.10583333333333333,60810.0736523403
2020-07-17 04:00:00,11.906666666666666,48.18666666666667,0.07783333333333332,0.05383333333333334,0.1045,61665.956272793694
2020-07-17 05:00:00,11.665,51.875,0.078,0.06533333333333334,0.113,67267.52301322237
2020-07-17 06:00:00,11.229999999999999,53.026666666666664,0.07783333333333332,0.0635,0.10583333333333333,73400.1781041496
2020-07-17 07:00:00,10.986666666666666,53.81666666666666,0.07666666666666666,0.06966666666666667,0.09949999999999999,68612.24247787076
2020-07-17 08:00:00,11.146666666666667,52.215,0.078,12.1945,6.887333333333333,64506.87354368222
2020-07-17 09:00:00,11.891666666666666,51.791666666666664,0.07833333333333332,138.15,32.785000000000004,64627.41736232723
2020-07-17 10:00:00,12.763333333333334,50.925000000000004,0.0785,286.84999999999997,37.115,64837.59941662236
2020-07-17 11:00:00,13.656666666666666,45.449999999999996,0.07933333333333333,406.8666666666666,39.550000000000004,65161.139246496634
2020-07-17 12:00:00,14.13,41.58166666666667,0.07833333333333332,477.73333333333335,39.821666666666665,63132.20793495215
2020-07-17 13:00:00,14.35,39.468333333333334,0.07866666666666666,494.06666666666666,39.178333333333335,63048.71322036623
2020-07-17 14:00:00,14.203333333333333,44.155,0.07816666666666666,451.1333333333334,39.38666666666666,63265.425743463915
2020-07-17 15:00:00,14.315,44.675000000000004,0.07766666666666666,357.31666666666666,45.915,63600.339102208134
2020-07-17 16:00:00,14.256666666666666,44.13,0.07833333333333332,224.85,189.61666666666667,64211.02027798013
2020-07-17 17:00:00,13.935,47.44,0.079,80.16,100.41000000000001,73693.75040693222
2020-07-17 18:00:00,13.473333333333334,49.99166666666667,0.07933333333333333,3.185333333333333,3.2688333333333333,72928.251855288
2020-07-17 19:00:00,13.415,49.98500000000001,0.0785,0.055499999999999994,0.10016666666666667,65209.93238082652
2020-07-17 20:00:00,13.623333333333333,50.211666666666666,0.07816666666666666,0.06416666666666666,0.1045,63609.211601289004
2020-07-17 21:00:00,13.501666666666667,51.80833333333334,0.07716666666666666,0.057499999999999996,0.1075,63705.21880210788
2020-07-17 22:00:00,13.401666666666666,53.281666666666666,0.07766666666666666,0.06366666666666666,0.102,63255.43791211547
2020-07-17 23:00:00,13.301666666666668,53.723333333333336,0.07733333333333332,0.056333333333333326,0.09649999999999999,64628.12715861299
2020-07-18 00:00:00,12.901666666666666,53.443333333333335,0.0775,0.05433333333333334,0.11,63651.34833661218
2020-07-18 01:00:00,12.51,52.46666666666667,0.07716666666666666,0.063,0.09933333333333334,61554.90246813981
2020-07-18 02:00:00,11.955,53.178333333333335,0.07783333333333332,0.062,0.10266666666666667,60197.820299752
2020-07-18 03:00:00,11.555,52.88666666666666,0.078,0.07316666666666667,0.10383333333333333,60001.61859079338
2020-07-18 04:00:00,11.325000000000001,51.44,0.07866666666666666,0.069,0.12683333333333333,61031.8563612572
2020-07-18 05:00:00,11.306666666666667,48.953333333333326,0.078,0.0655,0.09283333333333332,65927.92922546325
2020-07-18 06:00:00,11.331666666666665,48.955000000000005,0.079,0.06166666666666667,0.11416666666666668,71553.91565028264
2020-07-18 07:00:00,11.111666666666666,48.99666666666667,0.07783333333333332,0.06416666666666666,0.11133333333333334,62584.21587049437
2020-07-18 08:00:00,10.828333333333333,48.635,0.07866666666666666,13.050166666666668,6.675,59599.99123403601
2020-07-18 09:00:00,11.336666666666666,47.81333333333333,0.0775,140.81666666666666,27.14,62221.93502725171
2020-07-18 10:00:00,12.958333333333334,44.52166666666667,0.07633333333333332,293.3333333333333,34.77,63266.42911850791
2020-07-18 11:00:00,13.806666666666667,42.12833333333334,0.07766666666666666,413.55,37.781666666666666,63500.31735092486
2020-07-18 12:00:00,14.299999999999999,39.181666666666665,0.078,482.01666666666665,38.35666666666666,63353.608299954736
2020-07-18 13:00:00,14.498333333333333,37.07666666666667,0.07733333333333332,497.6666666666667,38.553333333333335,63006.518131895726
2020-07-18 14:00:00,14.565,38.14,0.07783333333333332,456.55,38.21,63173.01676044546
2020-07-18 15:00:00,14.461666666666666,41.245000000000005,0.0775,362.75,46.11666666666667,62655.31668226526
2020-07-18 16:00:00,14.255,41.56,0.07716666666666666,226.3166666666667,201.66666666666666,63062.67623903354
2020-07-18 17:00:00,13.775,44.44833333333333,0.07783333333333332,81.49333333333333,103.07,72890.66712985245
2020-07-18 18:00:00,10.771666666666667,58.32333333333333,0.0765,3.185833333333333,3.2515,71718.49366852861
2020-07-18 19:00:00,9.453333333333333,62.406666666666666,0.07466666666666666,0.052,0.102,64459.85464479524
2020-07-18 20:00:00,9.041666666666666,63.99,0.08033333333333333,0.05266666666666667,0.105,62456.06324937118
2020-07-18 21:00:00,8.011666666666667,69.675,0.0815,0.07316666666666667,0.09833333333333333,62247.7427126157
2020-07-18 22:00:00,7.598333333333334,70.315,0.08183333333333333,0.058666666666666666,0.10816666666666667,63368.15863157687
2020-07-18 23:00:00,6.8775,72.89999999999999,0.0815,0.06033333333333333,0.09266666666666667,64203.252532250604
